id,name,reversibility,lower_bound,upper_bound,metabolite_count,gene_reaction_rule
EX_srb__L_e,L Sorbose exchange,False,0.0,999999.0,1,
EX_succ_e,Succinate exchange,False,0.0,999999.0,1,
EX_nadp_e,Nicotinamide adenine dinucleotide phosphate exchange,False,0.0,999999.0,1,
EX_nh4_e,Ammonia exchange,True,-999999.0,999999.0,1,
EX_nmn_e,NMN exchange,False,0.0,999999.0,1,
EX_sucr_e,Sucrose exchange,False,0.0,999999.0,1,
EX_o2_e,O2 exchange,True,-2.0,999999.0,1,
EX_taur_e,Taurine exchange,False,0.0,999999.0,1,
ABUTDm,Aminobutyraldehyde dehydrogenase  mitochondrial,False,0.0,999999.0,6,YOR374W or YER073W
EX_thm_e,Thiamin exchange,False,0.0,999999.0,1,
EX_oaa_e,Oxaloacetate exchange,False,0.0,999999.0,1,
EX_ocdca_e,Octadecanoate (n-C18:0) exchange,False,0.0,999999.0,1,
EX_ocdcea_e,Octadecenoate (n-C18:1) exchange,False,0.0,999999.0,1,
ABUTt2r,4 aminobutyrate reversible transport in via proton symport,True,-999999.0,999999.0,4,YOR348C or YDL210W
EX_ocdcya_e,Octadecynoate  n C182  exchange,False,0.0,999999.0,1,
EX_orn_e,Ornithine exchange,False,0.0,999999.0,1,
EX_thmmp_e,Thiamin monophosphate exchange,False,0.0,999999.0,1,
EX_thmpp_e,Thiamine diphosphate exchange,False,0.0,999999.0,1,
EX_thr__L_e,L-Threonine exchange,False,0.0,999999.0,1,
EX_thym_e,Thymine exchange,False,0.0,999999.0,1,
EX_pacald_e,Phenylacetaldehyde exchange,False,0.0,999999.0,1,
EX_pap_e,Adenosine 3  5  bisphosphate exchange,False,0.0,999999.0,1,
EX_thymd_e,Thymidine exchange,False,0.0,999999.0,1,
ACACT1r,Acetyl-CoA C-acetyltransferase,False,0.0,999999.0,3,YPL028W
EX_tre_e,Trehalose exchange,False,0.0,999999.0,1,
EX_trp__L_e,L-Tryptophan exchange,False,0.0,999999.0,1,
EX_pc_SC_e,Phosphatidylcholine  yeast specific exchange,False,0.0,999999.0,1,
EX_pectin_e,Pectin exchange,False,0.0,999999.0,1,
EX_pepd_e,Peptide exchange,False,0.0,999999.0,1,
EX_phe__L_e,L-Phenylalanine exchange,False,0.0,999999.0,1,
EX_pheac_e,Phenethyl acetate exchange,False,0.0,999999.0,1,
EX_pi_e,Phosphate exchange,True,-999999.0,999999.0,1,
EX_pnto__R_e,(R)-Pantothenate exchange,False,0.0,999999.0,1,
EX_ttdca_e,Tetradecanoate (n-C14:0) exchange,False,0.0,999999.0,1,
EX_tyr__L_e,L-Tyrosine exchange,False,0.0,999999.0,1,
EX_ura_e,Uracil exchange,False,0.0,999999.0,1,
EX_urea_e,Urea exchange,False,0.0,999999.0,1,
EX_uri_e,Uridine exchange,False,0.0,999999.0,1,
EX_val__L_e,L-Valine exchange,False,0.0,999999.0,1,
EX_xan_e,Xanthine exchange,False,0.0,999999.0,1,
EX_xtsn_e,Xanthosine exchange,False,0.0,999999.0,1,
EX_pro__L_e,L-Proline exchange,False,0.0,999999.0,1,
EX_ptd1ino_SC_e,Phosphatidyl 1D myo inositol  yeast specific exchange,False,0.0,999999.0,1,
EX_ptrc_e,Putrescine exchange,False,0.0,999999.0,1,
EX_pyr_e,Pyruvate exchange,False,0.0,999999.0,1,
EX_xyl__D_e,D-Xylose exchange,False,0.0,999999.0,1,
EX_xylt_e,Xylitol exchange,False,0.0,999999.0,1,
EX_rib__D_e,D-Ribose exchange,False,0.0,999999.0,1,
ACACT1m,Acetyl CoA C acetyltransferase  mitochondrial,False,0.0,999999.0,3,YPL028W
EX_zymst_e,Zymosterol exchange,False,0.0,999999.0,1,
EX_zymstest_SC_e,Zymosterol ester  yeast specific exchange,False,0.0,999999.0,1,
FA100tp,Fatty acid peroxisomal transport,False,0.0,999999.0,2,
ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,False,0.0,999999.0,4,YIL160C
FA120ACPHi,Fatty-acyl-ACP hydrolase,True,-999999.0,999999.0,5,YKL182W and YPL231W
FACOAL161,Fatty acid  CoA ligase  hexadecenoate,True,-999999.0,999999.0,6,YOR317W or YIL009W or YMR246W
FACOAL161p,Fatty acid  CoA ligase  hexadecenoate   peroxisomal,True,-999999.0,999999.0,6,YER015W
FA120ACPtm,Fatty acyl ACP mitochondrial transport,False,0.0,999999.0,2,
ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,False,0.0,999999.0,4,YIL160C
FA120tp,Fatty acid peroxisomal transport,False,0.0,999999.0,2,
FA140ACPHi,Fatty-acyl-ACP hydrolase,True,-999999.0,999999.0,5,YKL182W and YPL231W
FACOAL180,Fatty acid  CoA ligase  octadecanoate,True,-999999.0,999999.0,6,YOR317W or YIL009W or YMR246W
FACOAL181,Fatty acid  CoA ligase  octadecenoate,True,-999999.0,999999.0,6,YOR317W or YIL009W or YMR246W
FACOAL182,Fatty acid  CoA ligase  octadecynoate,True,-999999.0,999999.0,6,YOR317W or YMR246W or YIL009W
FA140ACPtm,Fatty acyl ACP mitochondrial transport,False,0.0,999999.0,2,
FACOAL240p,Fatty acid  CoA ligase  n C240   peroxisomal,True,-999999.0,999999.0,6,YBR041W
FA140COAabcp,Fatty acid peroxisomal transport via ABC system,False,0.0,999999.0,7,YPL147W and YKL188C
FA140tp,Fatty acid peroxisomal transport,False,0.0,999999.0,2,
FA141ACPHi,Fatty-acyl-ACP hydrolase,True,-999999.0,999999.0,5,YKL182W and YPL231W
FA141ACPtm,Fatty acyl ACP mitochondrial transport,False,0.0,999999.0,2,
FACOAL260p,Fatty acid  CoA ligase  n C260   peroxisomal,True,-999999.0,999999.0,6,YBR041W
FACOAL80p,Fatty acid  CoA ligase  octanoate   peroxisomal,True,-999999.0,999999.0,6,YER015W
FADFMNtm,FADFMN antiport,False,0.0,999999.0,4,YIL134W
FALDH,Formaldehyde dehydrogenase,True,-999999.0,999999.0,6,YDL168W
FA141COAabcp,Fatty acid peroxisomal transport via ABC system,False,0.0,999999.0,7,YPL147W and YKL188C
FAS161ACPm,Fatty acyl ACP synthase  n C161ACP   mitochondrial,False,0.0,999999.0,10,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
FA141tp,Fatty acid peroxisomal transport,False,0.0,999999.0,2,
FA160ACPHi,Fatty-acyl-ACP hydrolase,True,-999999.0,999999.0,5,YKL182W and YPL231W
FA160ACPtm,Fatty acyl ACP mitochondrial transport,False,0.0,999999.0,2,
FA160COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,False,0.0,999999.0,7,YPL147W and YKL188C
FAO141p_even,Fatty acid oxidation,False,0.0,999999.0,11,(YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W)
FAO141p_odd,Fatty acid oxidation,False,0.0,999999.0,9,(YLR284C and YKR009C and YIL160C and YGL205W) or (YOR180C and YKR009C and YIL160C and YGL205W)
FAO161p_even,Fatty acid oxidation,False,0.0,999999.0,11,(YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W)
FAO161p_odd,Fatty acid oxidation,False,0.0,999999.0,9,(YLR284C and YKR009C and YIL160C and YGL205W) or (YOR180C and YKR009C and YIL160C and YGL205W)
FAO181p_even,Fatty acid oxidation,False,0.0,999999.0,11,(YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W)
FA160tp,Fatty acid peroxisomal transport,False,0.0,999999.0,2,
FA161ACPHi,Fatty-acyl-ACP hydrolase,True,-999999.0,999999.0,5,YKL182W and YPL231W
FA161ACPtm,Fatty acyl ACP mitochondrial transport,False,0.0,999999.0,2,
FAO181p_odd,Fatty acid oxidation,False,0.0,999999.0,9,(YLR284C and YKR009C and YIL160C and YGL205W) or (YOR180C and YKR009C and YIL160C and YGL205W)
FAS180,Fatty acid synthase  n C180,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
FAO182p_eveneven,Fatty acid oxidation,False,0.0,999999.0,11,(YOR180C and YKR009C and YIL160C and YGL205W and YNL202W) or (YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W)
FAO182p_evenodd,Fatty acid oxidation,False,0.0,999999.0,11,(YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YKR009C and YIL160C and YGL205W and YNL202W)
FAO182p_oddodd,Fatty acid oxidation,False,0.0,999999.0,9,(YLR284C and YKR009C and YIL160C and YGL205W) or (YOR180C and YKR009C and YIL160C and YGL205W)
FAO240p,Fatty acid oxidation  tetradecansoyl CoA   peroxisomal,False,0.0,999999.0,10,YKR009C and YIL160C and YGL205W
FAO80p,Fatty acid oxidation  octanoyl CoA   peroxisomal,False,0.0,999999.0,9,YKR009C and YIL160C and YGL205W
FAS100,Fatty acid synthase  n C100,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
FA161COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,False,0.0,999999.0,7,YPL147W and YKL188C
FA161tp,Fatty acid peroxisomal transport,False,0.0,999999.0,2,
FA180ACPH,Fatty acyl ACP hydrolase,True,-999999.0,999999.0,5,YKL182W and YPL231W
FA180ACPtm,Fatty acyl ACP mitochondrial transport,False,0.0,999999.0,2,
FA180COAabcp,Fatty acyl CoA transport via ABC system,False,0.0,999999.0,7,YPL147W and YKL188C
FA181ACPH,Fatty acyl ACP hydrolase,True,-999999.0,999999.0,5,YKL182W and YPL231W
FA181ACPtm,Fatty acyl ACP mitochondrial transport,False,0.0,999999.0,2,
FA181COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,False,0.0,999999.0,7,YPL147W and YKL188C
FA182ACPH,Fatty acyl ACP hydrolase,True,-999999.0,999999.0,5,YKL182W and YPL231W
FA182ACPtm,Fatty acyl ACP mitochondrial transport,False,0.0,999999.0,2,
FA182COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,False,0.0,999999.0,7,YPL147W and YKL188C
FA240tp,Fatty acid peroxisomal transport,False,0.0,999999.0,2,YBR041W
FAS100ACPm,Fatty acyl ACP synthase  n C100ACP   mitochondrial,False,0.0,999999.0,9,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
FAS100COA,Fatty acyl CoA synthase  n C100CoA,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
FAS120,Fatty acid synthase  n C120,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
FAS120ACPm,Fatty acyl ACP synthase  n C120ACP   mitochondrial,False,0.0,999999.0,9,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
FAS120COA,Fatty acyl CoA synthase  n C120CoA,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
FAS140,Fatty acid synthase  n C140,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
FAS140ACPm,Fatty acyl ACP synthase  n C140ACP   mitochondrial,False,0.0,999999.0,9,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
FAS140COA,Fatty acyl CoA synthase  n C140CoA,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
FAS141,Fatty acid synthase  n C141,False,0.0,999999.0,10,YJL196C
FA260tp,Fatty acid peroxisomal transport,False,0.0,999999.0,2,YBR041W
FA80tp,Fatty acid peroxisomal transport,False,0.0,999999.0,2,
FACOAL100p,Fatty acid  CoA ligase  decanoate   peroxisomal,True,-999999.0,999999.0,6,YER015W
FAS141ACPm,Fatty acyl ACP synthase  n C141ACP   mitochondrial,False,0.0,999999.0,10,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
FACOAL120p,Fatty acid  CoA ligase  dodecanoate   peroxisomal,True,-999999.0,999999.0,6,YER015W
FACOAL140,Fatty acid  CoA ligase  tetradecanoate,True,-999999.0,999999.0,6,YOR317W or YIL009W or YMR246W
FACOAL140p,Fatty acid  CoA ligase  tetradecanoate   peroxisomal,True,-999999.0,999999.0,6,YER015W
FACOAL141,Fatty acid  CoA ligase  tetradecenoate,True,-999999.0,999999.0,6,YOR317W or YIL009W or YMR246W
FACOAL141p,Fatty acid  CoA ligase  tetradecenoate   peroxisomal,True,-999999.0,999999.0,6,YER015W
FAS160,Fatty acid synthase  n C160,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
FAS160ACPm,Fatty acyl ACP synthase  n C160ACP   mitochondrial,False,0.0,999999.0,9,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
FAS160COA,Fatty acyl CoA synthase  n C160CoA,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
FAS161,Fatty acid synthase  n C161,False,0.0,999999.0,10,YJL196C
FACOAL160,Fatty acid  CoA ligase  hexadecanoate,True,-999999.0,999999.0,6,YOR317W or YIL009W or YMR246W
FACOAL160p,Fatty acid  CoA ligase  hexadecanoate   peroxisomal,True,-999999.0,999999.0,6,YER015W
FAS180ACPm,Fatty acyl ACP synthase  n C180ACP   mitochondrial,False,0.0,999999.0,9,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,False,0.0,999999.0,4,YIL155C
FAS180COA,Fatty acyl CoA synthase  n C180CoA,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
GLUK,Glucokinase,False,0.0,999999.0,5,YCL040W
G3PIt,Glycero 3 phospho 1 inositol transport  extracellular to cytosol,True,-999999.0,999999.0,2,YCR098C
FAS181,Fatty acid synthase  n C181,False,0.0,999999.0,10,YJL196C
FAS181ACPm,Fatty acyl ACP synthase  n C181ACP   mitochondrial,False,0.0,999999.0,10,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
FAS182ACPm,Fatty acyl ACP synthase  n C182ACP   mitochondrial,False,0.0,999999.0,10,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
G3PT,Glycerol-3-phosphatase,False,0.0,999999.0,4,YER062C or YIL053W
FAS240_L,Fatty acid synthase  n C240   lumped reaction,False,0.0,999999.0,9,YCR034W and YLR372W and YDL015C
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),True,-999999.0,999999.0,4,
G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,True,-999999.0,999999.0,4,
FAS260,Fatty acid synthase  n C260,False,0.0,999999.0,9,YCR034W and YLR372W and YDL015C
G5SD,Glutamate-5-semialdehyde dehydrogenase,False,0.0,999999.0,6,YOR323C
G5SD2,Glutamate 5 semialdehyde dehydrogenase,False,0.0,999999.0,6,YOR323C
GLUN,Glutaminase,False,0.0,999999.0,4,
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,False,0.0,999999.0,6,YMR300C
G6PDA,Glucosamine-6-phosphate deaminase,False,0.0,999999.0,4,
FAS80ACPm_L,Fatty acyl ACP synthase  n C80ACP   mitochondrial  lumped reaction,False,0.0,999999.0,9,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
G6PDH2r,Glucose 6-phosphate dehydrogenase,False,0.0,999999.0,5,YNL241C
G6PDH2er,Glucose 6 phosphate dehydrogenase  endoplasmic reticulum,False,0.0,999999.0,5,
G6PI,Glucose 6 phosphate isomerase,True,-999999.0,999999.0,2,YBR196C
G6PI3,Glucose 6 phosphate isomerase,True,-999999.0,999999.0,2,YBR196C
G6Pter,Glucose 6 phosphate endoplasmic reticular transport via diffusion,True,-999999.0,999999.0,2,
GALIGH,1 alpha D Galactosyl myo inositol galactohydrolase,True,-999999.0,999999.0,4,YBR184W
GALKr,Galactokinase,False,0.0,999999.0,5,YBR020W
GALS3,A-galactosidase (melibiose),False,0.0,999999.0,4,YBR184W
GALT,Galactose 1 phosphate uridylyltransferase,True,-999999.0,999999.0,5,YBR018C
GLUSx,Glutamate synthase  NADH2,False,0.0,999999.0,6,YDL171C
GLUTRS,Glutamyl-tRNA synthetase,False,0.0,999999.0,6,YGL245W
GLUTRSm,Glutamyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YOL033W
GLUt2n,Glutamate nuclear transport via proton symport,True,-999999.0,999999.0,4,
GLUt2r,L glutamate transport via proton symport  reversible,True,-999999.0,999999.0,4,YFL055W or YDR536W or YKR039W or YCL025C or YPL265W
GLUt5m,L glutamate transport into mitochondria via hydroxide ion antiport,False,0.0,999999.0,4,
GLUt7,L glutamate transport out via proton symport  vacuolar,False,0.0,999999.0,4,YER119C
GLUt7m,Glutamate transport  uniporter   mitochondrial,False,0.0,999999.0,2,YPR021C
GLXt,Glyoxylate transport,True,-999999.0,999999.0,2,
GLXtp,Glyoxylate transport  peroxisomal,True,-999999.0,999999.0,2,
GLYAT,Glycine C-acetyltransferase,False,-999999.0,0.0,4,
GLYC3Ptm,Glycerol 3 phosphate shuttle,False,0.0,999999.0,2,
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),True,-999999.0,999999.0,5,YKL035W or YHL012W
GALt2,D galactose transport in via proton symport,False,0.0,999999.0,4,YLR081W or YFL011W or YOL156W or YNL318C or YJL219W or YDR536W
GAM6Pt,D glucosamine 6 phosphate reversible uniport,True,-999999.0,999999.0,2,
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,True,-999999.0,999999.0,6,YJL052W or YJR009C or YGR192C
GLYCDy,Glycerol dehydrogenase  NADP dependent,False,0.0,999999.0,5,YOR120W
FAS80COA_L,Fatty acyl CoA synthase  n C80CoA   lumped reaction,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
GLYCLm,Glycine cleavage system  mitochondrial,False,0.0,999999.0,7,YDR019C and YMR189W and YAL044C and YFL018C
GLYCt,Glycerol transport via channel,True,-999999.0,999999.0,2,YLL043W
GLYCt2,Glycerol transport via symport,False,0.0,999999.0,4,YGL084C or YPL189W
GARFT,Phosphoribosylglycinamide formyltransferase,False,0.0,999999.0,5,YDR408C
GAT1_SC,Glycerol 3 phosphate acyltransferase  glycerol 3 phosphate   yeast specific,False,0.0,999999.0,11,YKR067W or YBL011W
GAT2_SC,Glycerol 3 phosphate acyltransferase  glycerone phosphate   yeast specific,False,0.0,999999.0,11,YKR067W or YBL011W
GBEZ,1 4 alpha glucan branching enzyme,False,0.0,999999.0,3,YEL011W
GCALDt,Glycoaldehydye reversible transport,True,-999999.0,999999.0,2,
GCALDtm,Glycoaldehyde mitochondrial transport,True,-999999.0,999999.0,2,
GCC2am,Glycine cleavage complex  lipoamide   mitochondrial,True,-999999.0,999999.0,5,YDR019C and YMR189W and YAL044C and YFL018C
GCC2bim,Glycine cleavage system  lipoamide  irreversible  mitochondrial,False,0.0,999999.0,5,YDR019C and YMR189W and YAL044C and YFL018C
GCC2cm_copy1,Glycine cleavage complex  lipoamide   mitochondrial,True,-999999.0,999999.0,5,YDR019C and YMR189W and YAL044C and YFL018C
GCCam,Glycine cleavage complex  lipoylprotein   mitochondrial,True,-999999.0,999999.0,5,YDR019C and YMR189W and YAL044C and YFL018C
GCCbim,Glycine cleavage complex  lipoylprotein  irreversible  mitochondrial,False,0.0,999999.0,5,YDR019C and YMR189W and YAL044C and YFL018C
GLYGS,Glycogen  starch  synthase,False,0.0,999999.0,5,(YKR058W and YFR015C) or (YJL137C and YFR015C) or (YKR058W and YLR258W) or (YJL137C and YLR258W)
GLYK,Glycerol kinase,False,0.0,999999.0,5,YHL032C
GLYOX,Hydroxyacylglutathione hydrolase,False,0.0,999999.0,5,YDR272W
GLYOXm,Hydroxyacylglutathione hydrolase  mitochondrial,False,0.0,999999.0,5,YOR040W
GLYTRS,Glycyl-tRNA synthetase,False,0.0,999999.0,6,YBR121C or YPR081C
GLYt2m,Glycine mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
GLYt2r,Glycine reversible transport via proton symport,True,-999999.0,999999.0,4,YKR039W or YOL020W or YPL265W or YOR348C
GCCcm,Glycine cleavage complex  lipoylprotein   mitochondrial,True,-999999.0,999999.0,5,YDR019C and YMR189W and YAL044C and YFL018C
GDPMANNtg,GDP mannose antiport,False,0.0,999999.0,4,YGL225W
GMPS2,GMP synthase,False,0.0,999999.0,9,YMR217W
GDPt3g,GDP Golgi transport via proton anitport,True,-999999.0,999999.0,4,
GND,Phosphogluconate dehydrogenase,False,0.0,999999.0,5,YGR256W or YHR183W
FAS80_L,Fatty acid synthase  n C80   lumped reaction,False,0.0,999999.0,9,YGR037C and YNR016C and (YKL182W and YPL231W)
GNNUC,Ribosylpyrimidine nucleosidase,False,0.0,999999.0,4,YDR400W
GDPtn,GDP nuclear transport,True,-999999.0,999999.0,2,
GF6PTA,Glutamine-fructose-6-phosphate transaminase,False,0.0,999999.0,4,YMR085W or YKL104C or YMR084W
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),False,0.0,999999.0,5,YPL110C
GGLGH,Galactosylglycerol galactohydrolase,True,-999999.0,999999.0,4,YBR184W
FBA,Fructose-bisphosphate aldolase,True,-999999.0,999999.0,3,YKL060C
GGTT,Geranylgeranyltranstransferase,False,0.0,999999.0,4,
GHMT2r,"Glycine hydroxymethyltransferase, reversible",True,-999999.0,999999.0,5,YLR058C
GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,True,-999999.0,999999.0,5,YBR263W
GRTT,Geranyltranstransferase,False,0.0,999999.0,4,YJL167W
GSNK,Guanosine kinase,False,0.0,999999.0,5,
GSNt2,Guanosine transport in via proton symport,False,0.0,999999.0,4,
GK1,Guanylate kinase (GMP:ATP),True,-999999.0,999999.0,4,YDR454C
GK2,Guanylate kinase  GMPdATP,True,-999999.0,999999.0,4,YDR454C
GLCGSD,Glucan 1 4 alpha glucosidase,False,0.0,999999.0,3,YPR184W
GLCGSDv,Glucan 1 4 alpha glucosidase  vacuole,False,0.0,999999.0,3,YIL099W
GSNt2m,Guanosine mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
GTHOr,Glutathione oxidoreductase,False,0.0,999999.0,5,(YPL091W and YDR513W) or (YPL091W and YCL035C) or (YPL091W and YDR098C) or (YPL091W and YER174C)
GTHOXti,Oxidized glutathione irreversible uniport,False,0.0,999999.0,2,
GTHOm,Glutathione oxidoreductase,False,0.0,999999.0,5,YPL091W and YPL059W
GLCNtv,Glycogen vacuolar  transport  via autophagy,False,0.0,999999.0,2,
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,True,-999999.0,999999.0,3,YKL060C
GLCP,Glycogen phosphorylase,False,0.0,999999.0,3,YPR160W
GLCS2,Glycogen synthase  UDPGlc,False,0.0,999999.0,4,(YKR058W and YLR258W) or (YKR058W and YFR015C) or (YJL137C and YFR015C) or (YJL137C and YLR258W)
GTHPi,Glutathione peridoxase,True,-999999.0,999999.0,4,YDR513W or YCL035C or YBR244W or YIR037W or YKL026C
GTHPm,Glutathione peroxidase  mitochondria,True,-999999.0,999999.0,4,YPL059W
GTHRDabcv,Reduced glutathione via ABC system  vacuolar,False,0.0,999999.0,7,YDR135C
GTHRDt2,Glutathione transport,False,0.0,999999.0,2,YJL212C
GLCt1,Glucose transport  uniport,False,0.0,999999.0,2,YHR092C or YLR081W or YOL156W or YDR536W or YHR094C or YEL069C or YDL245C or YJR158W or YFL011W or YNR072W or YMR011W or YDR345C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W
GLCtv,Glucose transport  vacuolar,True,-999999.0,999999.0,2,
FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",True,-999999.0,999999.0,3,YKL060C
GLNS,Glutamine synthetase,False,0.0,999999.0,7,YPR035W
GLNTRS,Glutaminyl-tRNA synthetase,False,0.0,999999.0,6,YOR168W
GTHS,Glutathione synthetase,False,0.0,999999.0,7,YOL049W
GTMLT,G glutamyltransferase,False,0.0,999999.0,4,YLR299W
GLNt2n,Glutamine nuclear transport via proton symport,True,-999999.0,999999.0,4,
FBP,Fructose-bisphosphatase,False,0.0,999999.0,4,YLR377C
GLNt2r,L glutamine reversible transport via proton symport,True,-999999.0,999999.0,4,YKR039W or YCL025C or YDR508C or YPL265W
GLNt6,L glutamine transport in via proton antiport  vacuolar,False,0.0,999999.0,4,YJR001W
GTPCI,GTP cyclohydrolase I,False,0.0,999999.0,5,YGR267C
GTPCII,GTP cyclohydrolase II,False,0.0,999999.0,6,YBL033C
GTPH1,GTP diphosphohydrolase,False,0.0,999999.0,5,YER005W
GLNt7,L glutamine transport out via proton symport  vacuolar,False,0.0,999999.0,4,YKL146W or YNL101W
GTPt2m,GTPGDP translocase  mitochondrial  electroneutral,False,0.0,999999.0,6,YDL198C
GLPT,Glycylpeptide N tetradecanoyltransferase,False,0.0,999999.0,4,YLR195C
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,False,0.0,999999.0,4,YJL155C
GLU5K,Glutamate 5-kinase,False,0.0,999999.0,4,YDR300C
GLUCYS,Gamma-glutamylcysteine synthetase,False,0.0,999999.0,7,YJL101C
GLUDC,Glutamate Decarboxylase,False,0.0,999999.0,4,YMR250W
GUAD,Guanine deaminase,False,0.0,999999.0,5,YDL238C
GUAPRT,Guanine phosphoribosyltransferase,False,0.0,999999.0,4,YDR399W
GUAt2r,Guanine reversible transport via proton symport,True,-999999.0,999999.0,4,YER056C or YER060W or YER060W_A or YGL186C
GUAtm,Guanine mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
H2O2tn,Hydrogen peroxide nuclear transport,True,-999999.0,999999.0,2,
H2Ot,H2O transport via diffusion,True,-999999.0,999999.0,2,YPR192W or YLL052C
GLUDxi,Glutamate dehydrogenase  NAD,False,0.0,999999.0,7,YDL215C
GLUDy,Glutamate dehydrogenase (NADP),False,-999999.0,0.0,7,YOR375C or YAL062W
H2Oter,H2O endoplasmic reticulum transport,True,-999999.0,999999.0,2,
FCLTm,Ferrochelatase  mitochondrial,False,0.0,999999.0,4,YOR176W
H2Otm,H2O transport  mitochondrial,True,-999999.0,999999.0,2,
H2Otn,H2O transport  nuclear,True,-999999.0,999999.0,2,
H2Otp,H2O transport  peroxisomal,True,-999999.0,999999.0,2,
HCITSm,Homocitrate synthase,False,0.0,999999.0,6,
H2Otv,H2O transport  vacuolar,True,-999999.0,999999.0,2,
HCITSn,Homocitrate synthase,False,0.0,999999.0,6,YDL131W or YDL182W
FDH,Formate dehydrogenase,False,0.0,999999.0,4,YOR388C or YPL275W or YPL276W
HACD10p,3 hydroxyacyl CoA dehydrogenase  3 oxohexacosyl CoA   peroxisomal,True,-999999.0,999999.0,5,YKR009C
HACD4p,3 hydroxyacyl CoA dehydrogenase  3 oxodecanoyl CoA   peroxisomal,True,-999999.0,999999.0,5,YKR009C
FDNG,Formate  dehydrogenase  cytosolicmitochondrial,False,0.0,999999.0,5,
HACD5p,3 hydroxyacyl CoA dehydrogenase  3 oxodecanoyl CoA   peroxisomal,True,-999999.0,999999.0,5,YKR009C
HACD6p,3 Hydroxyacyl CoA dehydrogenase  3 oxotetradecanoyl CoA   peroxisomal,True,-999999.0,999999.0,5,YKR009C
HCO3E,HCO3 equilibration reaction,True,-999999.0,999999.0,4,
HCO3Em,HCO3 equilibration reaction,True,-999999.0,999999.0,4,
HCO3En,HCO3 equilibrium reaction  nuclear,True,-999999.0,999999.0,4,
